URL,Name,Cost,Thương hiệu,Bảo hành,Màu sắc,Series laptop,Part-number,Thế hệ CPU,CPU,Chip đồ họa,RAM,Màn hình,Lưu trữ,Số cổng lưu trữ tối đa,Kiểu khe M.2 hỗ trợ,Cổng xuất hình,Cổng kết nối,Kết nối không dây,Bàn phím,Hệ điều hành,Kích thước,Pin,Khối lượng,Bảo mật,Đèn LED trên máy,Phụ kiện đi kèm,Tính năng,Mic,Ổ đĩa quang,Mô tả bảo hành
https://phongvu.vn//may-tinh-xach-tay-laptop-macbook-pro-2020-13-3-myda2sa-a-m1-8gb-ssd256gb-bac-s201201621.html,Laptop APPLE MacBook Pro 2020 MYDA2SA/A ( 13.3" Apple M1/8GB/256GB SSD/macOS/1.4kg),34.990.000đ,APPLE,12,Bạc,MacBook Pro,MYDA2SA/A,,Apple M1,,8GB Onboard  LPDDR4  3733MHz,"13.3"" ( 2560 x 1600 ) IPS  không cảm ứng , HD webcam",256GB SSD /,,,,", 2 x Thunderbolt 3","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , không đèn",macOS,21.24 x 30.41 x 1.56 cm,Pin liền,1.4 kg,Vân tay,không đèn,61W USB-C Power AdapterUSB-C Charge Cable (2 m),,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-macbook-pro-2020-13-3-myd82sa-a-m1-8gb-ssd256gb-xam-s201201622.html,Laptop APPLE MacBook Pro 2020 MYD82SA/A ( 13.3" Apple M1/8GB/256GB SSD/macOS/1.4kg),34.990.000đ,APPLE,12,Xám,MacBook Pro,MYD82SA/A,,Apple M1,,8GB Onboard  LPDDR4  3733MHz,"13.3"" ( 2560 x 1600 ) IPS  không cảm ứng , HD webcam",256GB SSD /,,,,", 2 x Thunderbolt 3","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , không đèn",macOS,21.24 x 30.41 x 1.56 cm,Pin liền,1.4 kg,Vân tay,không đèn,61W USB-C Power AdapterUSB-C Charge Cable (2 m),,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-msi-prestige-15-a10sc-222vn-i7-10710u-xam-s191100031.html,Laptop MSI Prestige 15 A10SC-222VN (15" FHD/i7-10710U/16GB/512GB SSD/GTX 1650/Win10/1.6 kg),33.999.000đ,MSI,24,Xám,Prestige Series,A10SC,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10710U ( 1.1 GHz - 4.7 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR5 / Intel UHD Graphics,2 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x M.2 NVMe, 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,1 x HDMI,"2 x USB Type C / DisplayPort / Thunderbolt , 2 x USB 3.2 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,35.9 x 25.4 x 2.17 cm,"3 cell  82 Wh , Pin liền",1.6 kg,Vân tay,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-predator-helios-300-ph315-52-78mg-nh-q53sv-009-i7-9750h-den-s200301344.html,Laptop Acer Predator Helios 300 PH315-52-78MG (NH.Q53SV.009) (15.6" FHD 144Hz/i7-9750H/8GB/512GB SSD/GeForce GTX 1660Ti/Win10/2.3kg),37.990.000đ,ACER,12,Đen,Predator,NH.Q53SV.009,"Core i7 , Intel Core thế hệ thứ 9","Intel Core i7 9750H ( 2.6 GHz - 4.5 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1660Ti  6GB  GDDR6 / Intel UHD Graphics 630,1 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,"1 x HDMI , 1 x mini DisplayPort","1 x USB Type C , 3 x USB 3.1 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , RGB",Windows 10 Home SL 64-bit,36.14 x 25.42 x 2.32 cm,"4 cell  58 Wh , Pin liền",2.3 kg,,LED,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-lenovo-thinkpad-x13-20t2s01e00-i5-10210u-den-s200900876.html,Laptop Lenovo Thinkpad X13 20T2S01E00 ( 13.3" Full HD/Intel Core i5-10210U/8GB/512GB SSD/Windows 10 Pro 64-bit/1.2kg),34.490.000đ,Lenovo,36,Đen,ThinkPad,20T2S01E00,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-10210U ( 1.6 GHz - 4.2 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 8GB  DDR4  2666MHz  Không nâng cấp được ),"13.3"" ( 1920 x 1080 ) Full HD  WVA  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort / Power Delivery , 2 x USB 3.2 , 1 x Thunderbolt 3 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Pro 64-bit,31.19 x 21.7 x 1.65 cm,"6 cell  48 Wh , Pin liền",1.2 kg,Vân tay,không đèn,"Adapter  , dây nguồn, ThinkPad Ethernet Extension Adapter Gen 2",,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-msi-leopard-gp65-9sd224vn-i79750h-den-s191100021.html,Laptop MSI GP65 Leopard 9SD-224VN (15" FHD/i7-9750H/16GB/512GB SSD/GTX 1660Ti/Win10/2.3 kg),37.990.000đ,MSI,24,Đen,GP Series,9SD,"Core i7 , Intel Core thế hệ thứ 9","Intel Core i7-9750H ( 2.6 GHz - 4.5 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1660Ti  6GB  GDDR6 / Intel UHD Graphics 630,2 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe, 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,"1 x HDMI , 1 x mini DisplayPort","1 x USB Type C , 3 x USB 3.2 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , RGB",Windows 10 Home SL 64-bit,35.7 x 24.8 x 2.75 cm,"6 cell  51 Wh , Pin liền",2.3 kg,,không đèn,,,Có,,
https://phongvu.vn//may-tinh-xach-tay-laptop-msi-stealth-gs65-9sd1409vn-i59300h-den-s191007067.html,Laptop MSI GS65 Stealth 9SD-1409VN (15" FHD/i5-9300H/8GB/512GB SSD/GTX 1660Ti/Win10/1.9 kg),34.990.000đ,MSI,24,Đen,GS Series,4.72E+12,"Core i5 , Intel Core thế hệ thứ 9","Intel Core i5 9300H ( 2.4 GHz - 4.1 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1660Ti  6GB  GDDR6 / Intel UHD Graphics 630,1 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x M.2 NVMe, 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,"1 x HDMI , 1 x DisplayPort","1 x USB Type-C / DisplayPort / Thunderbolt 3 , 3 x USB 3.2 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , RGB",Windows 10 Home 64-bit,35.77 x 24.77 x 1.79 cm,4 cell  82 Wh,1.9 kg,,không đèn,"Adapter, dây nguồn, Air Gaming Backpack",,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-dell-inspiron-7306-n7306a-i7-1165g7-den-s201104280.html,Laptop Dell Inspiron 7306 N7306A ( 13.3" Ultra HD (4K)/Intel Core i7-1165G7/16GB/512GB SSD/Windows 10 Home SL 64-bit/1.4kg),34.990.000đ,Dell,12,Đen,Inspiron,N7306A,"Core i7 , Intel Core thế hệ thứ 11","Intel Core i7-1165G7 ( 4.7 GHz / 12MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,16GB Onboard  LPDDR4  4266MHz  Không nâng cấp được ),"13.3"" ( 3840 x 2160 ) Ultra HD (4K)  WVA  cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,", 1 x USB 3.2 , 1 x Thunderbolt 4 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,30.52 x 20.64 x 1.674 cm,"4 cell  60 Wh , Pin liền",1.4 kg,Vân tay,không đèn,"Adapter, Active Pen, dây nguồn…",,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-dell-g5-15-5500-5500-70228123-i7-10750h-den-s201104577.html,Laptop Dell G5 15 5500 5500-70228123 ( 15.6" Full HD/Intel Core i7-10750H/16GB/512GB SSD/NVIDIA GeForce RTX 2060/Windows 10 Home 64-bit/2.6kg),34.990.000đ,Dell,12,Đen,G5 Series,5500-70228123,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10750H ( 2.6 GHz - 5.0 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce RTX 2060  Intel UHD Graphics,2 x 8GB  DDR4  2933MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  WVA  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,"1 x HDMI , 1 x mini DisplayPort",", 1 x USB 3.2 , 2 x USB 2.0 , 1 x SD card slot , LAN 2500 Mbps","WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","thường , có phím số , LED",Windows 10 Home 64-bit,36.45 x 25.4 x 2.38 cm,"4 cell  68 Wh , Pin liền",2.6 kg,Vân tay,LED,"Adapter, dây nguồn",,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-predator-helios-300-ph315-53-770l-nh-q7xsv-002-i7-10750h-den-s200900586.html,Laptop ACER Predator Helios 300 PH315-53-770L NH.Q7XSV.002 ( 15.6" Full HD/ 144Hz/Intel Core i7-10750H/8GB/512GB SSD/NVIDIA GeForce GTX 1660Ti/Windows 10 Home 64-bit/2.2kg),37.390.000đ,ACER,12,Đen,Helios 300,NH.Q7XSV.002,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10750H ( 2.6 GHz - 5.0 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1660Ti  6GB  GDDR6 / Intel UHD Graphics,1 x 8GB  DDR4  2933MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 2 x M.2 NVMe",M.2 NVMe (Hỗ trợ Intel Optane),"1 x HDMI , 1 x mini DisplayPort","1 x USB Type C , 3 x USB 3.2 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , RGB",Windows 10 Home 64-bit,36.34 x 25.5 x 2.29,4 cell  59 Wh,2.2 kg,,không đèn,"Cáp, sạc",,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-dell-inspiron-g5-5590-55904f4y42-i79750h-den-s190800401.html,Laptop Dell G5 5590-4F4Y42 (15" FHD/i7-9750H/16GB/512GB SSD/RTX 2060/Win10/2.7 kg),42.490.000đ,Dell,12,Đen,G5 Series,5590-4F4Y42,"Core i7 , Intel Core thế hệ thứ 9","Intel Core i7 9750H ( 2.6 GHz - 4.5 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce RTX 2060  6GB  GDDR6 / Intel UHD Graphics 630,2 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,"1 x HDMI , 1 x mini DisplayPort","1 x USB 3.1 Gen 2 Type C / DisplayPort / Thunderbolt 3 , 3 x USB 3.1 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home SL 64-bit,2.14 x 36.43 x 27.34 cm,"4 cell  60 Wh , Pin liền",2.7 kg,Vân tay,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-asus-gl504gm-es312t-i7-8750h-s19010037.html,Laptop ASUS ROG Strix SCAR II GL504GM-ES312T (15.6" FHD/i7-8750H/8GB/256GB SSD/GTX 1060/Win10/2.4 kg),39.990.000đ,ASUS,24,Đen,ROG,ES312T,"Core i7 , Intel Core thế hệ thứ 8","Intel Core i7-8750H ( 2.2 GHz - 4.1 GHz / 9MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1060  6GB  GDDR5 / Intel UHD Graphics 630,1 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 SATA/NVMe,M.2 SATA/NVMe,"1 x HDMI , 1 x mini DisplayPort","1 x USB 3.1 Gen 2 Type C , 1 x USB 3.1 Gen 2 , 2 x USB 3.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , RGB",Windows 10 Home SL 64-bit,36.1 x 26.2 x 2.61 cm,"4 cell  66 Wh , Pin liền",2.4 kg,,RGB,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-predator-helios-ph315-51-759y-nh-q3fsv-004-den-s1807623.html,Laptop Acer Predator Helios 300 PH315-51-759Y (NH.Q3FSV.004) (15.6" FHD/i7-8750H/16GB/1TB HDD/GTX 1060/Linux/2.6 kg),40.990.000đ,ACER,12,Đen,Predator,NH.Q3FSV.004,"Core i7 , Intel Core thế hệ thứ 8","Intel Core i7-8750H ( 2.2 GHz - 4.1 GHz / 9MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1060  6GB  GDDR5 / Intel UHD Graphics 630,1 x 16GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng , HD webcam",256GB SSD M.2 NVMe / 1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.0 , 2 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , LED",Linux,39 x 27 x 2.7 cm,"4 cell  48 Wh , Pin liền",2.6 kg,,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-asus-rog-zephyrus-m15-gu502lu-az006t-i7-10750h-den-s200801203.html,Laptop ASUS ROG Zephyrus M15 GU502LU AZ006T ( 15.6" Full HD/Intel Core i7-10750H/16GB/512GB SSD/NVIDIA GeForce GTX 1660Ti/Windows 10 Home 64-bit/1.9kg),41.990.000đ,ASUS,24,Đen,ROG,AZ006T,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10750H ( 2.6 GHz - 5.0 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1660Ti  6GB  GDDR6 / Intel UHD Graphics,16GB Onboard  DDR4  2933MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),15.6" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng,512GB SSD M.2 NVMe /,2 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 3 x USB 3.2 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","thường , không phím số , RGB",Windows 10 Home 64-bit,36 x 25.2 x 1.89 cm,"4 cell  66 Wh , Pin liền",1.9 kg,,không đèn,ROG backpack for 15ROG Impact Gaming Mouse,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-lg-gram-17z90nvah75a5-i71065g7-xam-bac-s200302041.html,Laptop LG Gram 17Z90N-V.AH75A5 (17" WQXGA/i7-1065G7/8GB/512GB SSD/Intel Iris Plus/Win10/1.4kg),42.500.000đ,LG,12,,,V.AH75A5,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-1065G7 ( 1.3 GHz - 3.9 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Plus Graphics,1 x 8GB Onboard  DDR4  3200MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"17"" ( 2560 x 1600 ) IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,2 x M.2 NVMe,M.2 NVMe,1 x HDMI,", 3 x USB 3.1 , 1 x Thunderbolt 3 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth","thường , có phím số , LED",Windows 10 Home 64-bit,38.06 x 26.26 x 1.74 cm,"2 cell  80 Wh , Pin liền",1.4 kg,Vân tay,không đèn,"Adapter, dây nguồn, RJ45 Ethernet",,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-asus-zenbook-ux371ea-hl701ts-i7-1165g7-den-s201201497.html,Asus ZenBook UX371EA-HL701TS,39.990.000đ,ASUS,24,Đen,ZenBook,HL701TS,"Core i7 , Intel Core thế hệ thứ 11","Intel Core i7-1165G7 ( 4.7 GHz / 12MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,16GB Onboard  LPDDR4X  4266MHz  Không nâng cấp được ),"13.3"" ( 3840 x 2160 ) Ultra HD (4K)  OLED  cảm ứng , HD webcam",1TB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,", 1 x USB 3.1 , 2 x Thunderbolt","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,30.5 x 21.1 x 1.39 cm,"4 cell  67 Wh , Pin liền",1.2 kg,Khuôn mặt,không đèn,,Numberpad cảm ứng tích hợp trên touchpad,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-macbook-pro-2020-13-3-myd92sa-a-m1-8gb-ssd512gb-xam-s201201624.html,Laptop APPLE MacBook Pro 2020 MYD92SA/A ( 13.3" Apple M1/8GB/512GB SSD/macOS/1.4kg),39.990.000đ,APPLE,12,Xám,MacBook Pro,MYD92SA/A,,Apple M1,,8GB Onboard  LPDDR4  3733MHz,"13.3"" ( 2560 x 1600 ) IPS  không cảm ứng , HD webcam",512GB SSD /,,,,", 2 x Thunderbolt 3","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , không đèn",macOS,21.24 x 30.41 x 1.56 cm,Pin liền,1.4 kg,Vân tay,không đèn,61W USB-C Power AdapterUSB-C Charge Cable (2 m),,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-msi-gs65-8re-242vn-i7-8750h-s1806178.html,Laptop MSI GS65 Stealth Thin 8RE-242VN (15.6" FHD/i7-8750H/16GB/GTX 1060/Win10/1.9 kg),42.990.000đ,MSI,24,,GS Series,242VN,"Core i7 , Intel Core thế hệ thứ 8","Intel Core i7-8750H ( 2.2 GHz - 4.1 GHz / 9MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1060  6GB  Intel UHD Graphics 630,2 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 SATA/NVMe,M.2 SATA/NVMe,"1 x HDMI , 1 x mini DisplayPort",", 3 x USB 3.0 , 1 x Thunderbolt 3 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,35.7 x 24.7 x 1.79 cm,"4 cell  80 Wh , Pin liền",1.9 kg,,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-acer-predator-helios-300-ph315-52-7688-nh-q54sv-002-s19060023.html,Laptop Acer Predator Helios 300 PH315-52-7688 (NH.Q54SV.002) (15" FHD/i7-9750H/16GB/256GB SSD/RTX 2060/Win10/2.4 kg),44.990.000đ,ACER,12,Đen,Predator,NH.Q54SV.002,"Core i7 , Intel Core thế hệ thứ 9","Intel Core i7-9750H ( 2.6 GHz - 4.5 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce RTX 2060  6GB  GDDR6 / Intel UHD Graphics 630,2 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 2 x M.2 SATA/NVMe",M.2 SATA/NVMe,"1 x HDMI , 1 x mini DisplayPort","1 x USB Type C / Thunderbolt , 2 x USB 3.1 Gen 1, 1 x USB 3.1 Gen 2 , LAN Killer Gaming Network E2500","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , RGB",Windows 10 Home 64-bit,36.14 (W) x 25.41 (D) x 2.29 (H) cm,4 cell  59 Wh,2.4 kg,,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-dell-gaming-g7-15-7500-g7500a-p100f001g7500a-i7-8750h-den-s201200486.html,Laptop Dell Gaming G7 15 7500 (G7500A-P100F001G7500A) ( 14" Full HD/Intel Core i7-10750H/8GB/256GB SSD/NVIDIA GeForce MX330/Windows 10 Home SL 64-bit/1.4kg),41.990.000đ,Dell,12,Đen,G7 Series,(G7500A-P100F001G7500A),"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10750H ( 2.6 GHz - 5.0 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce MX330  2GB  GDDR5 / Intel Iris Xe Graphics,1 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"14"" ( 1920 x 1080 ) Full HD  WVA  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe - Hỗ trợ Intel Optane",M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort / Power Delivery , 1 x micro SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,32.13 x 21.622 x 1.79 cm,"3 cell  40 Wh , Pin liền",1.4 kg,Vân tay,LED,"Adapter, dây nguồn",,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-macbook-13-3-mr9u2-bac-s1808314.html,Laptop Apple Macbook Pro 2018 13.3" MR9U2 (13.3"/Core i5/8GB/HD/macOS/1.4 kg),44.390.000đ,APPLE,12,Bạc,MacBook Pro,MR9U2,"Core i5 , Intel Core thế hệ thứ 8",Intel Core i5 ( 2.3 GHz,Intel HD Graphics,8GB,"13.3"" ( 2560 x 1600 ) không cảm ứng , HD webcam",256GB SSD /,,,,,,"thường , không phím số , không đèn",macOS,30.4 x 21.2 x 1.5 cm,Pin liền,1.4 kg,,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-macbook-13-3-mr9q2-xam-s1808313.html,Laptop Apple Macbook Pro 2018 13.3" MR9Q2 (13.3"/Core i5/8GB/HD/macOS/1.4 kg),44.390.000đ,APPLE,12,Xám,MacBook Pro,MR9Q2,"Core i5 , Intel Core thế hệ thứ 8",Intel Core i5 ( 2.3 GHz,Intel HD Graphics,8GB,"13.3"" ( 2560 x 1600 ) không cảm ứng , HD webcam",256GB SSD /,,,,,,"thường , không phím số , không đèn",macOS,30.4 x 21.2 x 1.5 cm,Pin liền,1.4 kg,,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-lenovo-legion-y740-81he003xvn-i7-8750h-den-s19060253.html,Laptop Lenovo Legion Y740-81HE003XVN (15" FHD/i7-8750H/16GB/128GB SSD/1TB HDD/RTX 2060/Win10/2.3 kg),48.000.000đ,Lenovo,12,Đen,Legion,81HE003XVN,"Core i7 , Intel Core thế hệ thứ 8","Intel Core i7-8750H ( 2.2 GHz - 4.1 GHz / 9MB / 6 nhân, 12 luồng )",NVIDIA GeForce RTX 2060  6GB  GDDR6 / Intel UHD Graphics 630,2 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng , Màn hình chống lóa , HD webcam",128GB SSD M.2 NVMe / 1TB HDD 7200RPM,"1 x 2.5"" SATA , 1 x M.2",M.2 NVMe,"1 x HDMI , 1 x mini DisplayPort","1 x USB 3.1 Gen 2 Type C / DisplayPort / Thunderbolt 3 , 3 x USB 3.1 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home 64-bit,36.14 x 26.50 x 2.38 cm,"3 cell  57 Wh , Pin liền",2.3 kg,,LED,"Adapter, dây nguồn,…",,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-macbook-13-3-mpxv2-xam-s1800355.html,Laptop Apple Macbook Pro 2017 13.3" MPXV2 (13.3"/i5-7267U/8GB/Iris Plus 650/macOS/1.4 kg),45.000.000đ,APPLE,12,Xám,MacBook Pro,MPXV2,"Core i5 , Intel Core thế hệ thứ 7","Intel Core i5-7267U ( 3.1 GHz - 3.5 GHz / 4MB / 2 nhân, 4 luồng )",Intel Iris Plus Graphics 650,8GB Onboard  LPDDR3  2133MHz  Không nâng cấp được ),"13.3"" ( 2560 x 1600 ) IPS  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,,", 4 x Thunderbolt 3","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , LED",macOS,30.41 x 21.24 x 1.49 cm,"49 Wh , Pin liền",1.4 kg,,không đèn,,,,,
https://phongvu.vn//may-tinh-xach-tay-laptop-asus-rog-strix-scar-15-g532l-vaz044t-i7-10875h-den-s200801202.html,Laptop ASUS ROG Strix Scar 15 G532L VAZ044T ( 15.6" Full HD/Intel Core i7-10875H/16GB/1TB SSD/NVIDIA GeForce RTX 2060/Windows 10 Home 64-bit/2.4kg),47.990.000đ,ASUS,24,Đen,ROG,VAZ044T,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10875H ( 2.3 GHz - 5.1 GHz / 16MB / 8 nhân, 16 luồng )",NVIDIA GeForce RTX 2060  6GB  GDDR6 / Intel UHD Graphics,2 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),15.6" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng,1TB SSD M.2 NVMe /,2 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 3 x USB 3.2 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","thường , không phím số , RGB",Windows 10 Home 64-bit,36 x 27.5 x 2.49,"4 cell  66 Wh , Pin liền",2.4 kg,,RGB,Rog Backpack for 15",Numberpad tích hợp trên touchpad,,,
